source,target,r_name,r_address,r_location,r_ratio
8847.0,5018.0,91.0,100.0,100.0,
2378.0,417.0,100.0,100.0,100.0,
3410.0,1471.0,97.0,62.0,100.0,
5030.0,5305.0,100.0,48.0,100.0,
9030.0,7088.0,100.0,36.0,100.0,
9030.0,5047.0,100.0,36.0,100.0,
9030.0,4696.0,100.0,36.0,100.0,
2224.0,4671.0,100.0,100.0,100.0,
4671.0,2224.0,100.0,100.0,100.0,
8749.0,9316.0,91.0,100.0,100.0,
9316.0,8749.0,91.0,100.0,100.0,
2785.0,4669.0,100.0,100.0,100.0,
2785.0,7946.0,100.0,100.0,100.0,
5548.0,2234.0,100.0,100.0,100.0,
8758.0,9227.0,100.0,95.0,100.0,
9318.0,7139.0,100.0,100.0,100.0,
2240.0,9229.0,100.0,100.0,100.0,
2240.0,1434.0,89.0,100.0,100.0,
9229.0,2240.0,100.0,100.0,100.0,
9229.0,1434.0,89.0,100.0,100.0,
7008.0,2244.0,100.0,100.0,100.0,
2244.0,7008.0,100.0,100.0,100.0,
9733.0,7012.0,100.0,100.0,100.0,
9733.0,601.0,100.0,100.0,100.0,
9733.0,3567.0,100.0,100.0,100.0,
7012.0,9733.0,100.0,100.0,100.0,
7012.0,601.0,100.0,100.0,100.0,
7012.0,3567.0,100.0,100.0,100.0,
601.0,9733.0,100.0,100.0,100.0,
601.0,7012.0,100.0,100.0,100.0,
601.0,3567.0,100.0,100.0,100.0,
3567.0,9733.0,100.0,100.0,100.0,
3567.0,7012.0,100.0,100.0,100.0,
3567.0,601.0,100.0,100.0,100.0,
10242.0,8592.0,100.0,100.0,100.0,
8592.0,10242.0,100.0,100.0,100.0,
10243.0,4096.0,100.0,100.0,100.0,
10243.0,8594.0,100.0,100.0,100.0,
10243.0,7019.0,100.0,100.0,100.0,
6134.0,7973.0,87.0,100.0,100.0,
9735.0,5005.0,100.0,100.0,100.0,
5005.0,9735.0,100.0,100.0,100.0,
7973.0,6134.0,87.0,100.0,100.0,
7973.0,9547.0,100.0,100.0,100.0,
7973.0,10272.0,97.0,100.0,100.0,
7973.0,302.0,97.0,100.0,100.0,
7025.0,552.0,95.0,100.0,100.0,
8244.0,9366.0,100.0,90.0,100.0,
8244.0,4973.0,100.0,90.0,100.0,
8244.0,1035.0,100.0,90.0,100.0,
8244.0,604.0,100.0,100.0,100.0,
8244.0,1422.0,100.0,100.0,100.0,
8244.0,3982.0,100.0,90.0,100.0,
8244.0,9736.0,100.0,100.0,100.0,
8244.0,297.0,100.0,90.0,100.0,
8244.0,4099.0,100.0,90.0,100.0,
8244.0,6419.0,100.0,100.0,100.0,
8244.0,3924.0,100.0,90.0,100.0,
8244.0,4421.0,100.0,90.0,100.0,
8244.0,9033.0,100.0,90.0,100.0,
8244.0,8243.0,100.0,90.0,100.0,
8244.0,2952.0,100.0,90.0,100.0,
8244.0,4784.0,100.0,90.0,100.0,
8244.0,1421.0,100.0,100.0,100.0,
8244.0,2476.0,100.0,90.0,100.0,
8244.0,5038.0,100.0,90.0,100.0,
8244.0,4679.0,100.0,90.0,100.0,
8244.0,3331.0,100.0,90.0,100.0,
8245.0,9366.0,100.0,90.0,100.0,
8245.0,4973.0,100.0,90.0,100.0,
8245.0,1035.0,100.0,90.0,100.0,
8245.0,604.0,100.0,94.0,100.0,
8245.0,1422.0,100.0,94.0,100.0,
8245.0,3982.0,100.0,90.0,100.0,
8245.0,9736.0,100.0,94.0,100.0,
8245.0,297.0,100.0,90.0,100.0,
8245.0,4099.0,100.0,90.0,100.0,
8245.0,6419.0,100.0,100.0,100.0,
8245.0,3924.0,100.0,90.0,100.0,
8245.0,4421.0,100.0,90.0,100.0,
8245.0,9033.0,100.0,90.0,100.0,
8245.0,8243.0,100.0,90.0,100.0,
8245.0,2952.0,100.0,90.0,100.0,
8245.0,4784.0,100.0,90.0,100.0,
8245.0,1421.0,100.0,94.0,100.0,
8245.0,2476.0,100.0,90.0,100.0,
8245.0,5038.0,100.0,90.0,100.0,
8245.0,4679.0,100.0,90.0,100.0,
8245.0,3331.0,100.0,90.0,100.0,
8245.0,3933.0,85.0,37.0,100.0,
2599.0,9366.0,100.0,94.0,100.0,
2599.0,4973.0,100.0,94.0,100.0,
2599.0,1035.0,100.0,94.0,100.0,
2599.0,604.0,100.0,81.0,100.0,
2599.0,1422.0,100.0,81.0,100.0,
2599.0,3982.0,100.0,94.0,100.0,
2599.0,9736.0,100.0,81.0,100.0,
2599.0,297.0,100.0,94.0,100.0,
2599.0,4099.0,100.0,94.0,100.0,
2599.0,6419.0,100.0,92.0,100.0,
2599.0,3924.0,100.0,94.0,100.0,
2599.0,4421.0,100.0,94.0,100.0,
2599.0,9033.0,100.0,94.0,100.0,
2599.0,8243.0,100.0,94.0,100.0,
2599.0,2952.0,100.0,94.0,100.0,
2599.0,4784.0,100.0,94.0,100.0,
2599.0,1421.0,100.0,81.0,100.0,
2599.0,2476.0,100.0,94.0,100.0,
2599.0,5038.0,100.0,94.0,100.0,
2599.0,4679.0,100.0,94.0,100.0,
2599.0,3331.0,100.0,94.0,100.0,
3967.0,9366.0,100.0,69.0,100.0,
3967.0,4973.0,100.0,69.0,100.0,
3967.0,1035.0,100.0,69.0,100.0,
3967.0,604.0,100.0,62.0,100.0,
3967.0,1422.0,100.0,62.0,100.0,
3967.0,3982.0,100.0,69.0,100.0,
3967.0,9736.0,100.0,62.0,100.0,
3967.0,297.0,100.0,69.0,100.0,
3967.0,4099.0,100.0,69.0,100.0,
3967.0,6419.0,100.0,62.0,100.0,
3967.0,3924.0,100.0,69.0,100.0,
3967.0,4421.0,100.0,69.0,100.0,
3967.0,9033.0,100.0,69.0,100.0,
3967.0,8243.0,100.0,69.0,100.0,
3967.0,2952.0,100.0,69.0,100.0,
3967.0,4784.0,100.0,69.0,100.0,
3967.0,1421.0,100.0,62.0,100.0,
3967.0,2476.0,100.0,69.0,100.0,
3967.0,5038.0,100.0,69.0,100.0,
3967.0,4679.0,100.0,69.0,100.0,
3967.0,3331.0,100.0,69.0,100.0,
7678.0,9366.0,100.0,90.0,100.0,
7678.0,4973.0,100.0,90.0,100.0,
7678.0,1035.0,100.0,90.0,100.0,
7678.0,604.0,100.0,100.0,100.0,
7678.0,1422.0,100.0,100.0,100.0,
7678.0,3982.0,100.0,90.0,100.0,
7678.0,9736.0,100.0,100.0,100.0,
7678.0,297.0,100.0,90.0,100.0,
7678.0,4099.0,100.0,90.0,100.0,
7678.0,6419.0,100.0,100.0,100.0,
7678.0,3924.0,100.0,90.0,100.0,
7678.0,4421.0,100.0,90.0,100.0,
7678.0,9033.0,100.0,90.0,100.0,
7678.0,8243.0,100.0,90.0,100.0,
7678.0,2952.0,100.0,90.0,100.0,
7678.0,4784.0,100.0,90.0,100.0,
7678.0,1421.0,100.0,100.0,100.0,
7678.0,2476.0,100.0,90.0,100.0,
7678.0,5038.0,100.0,90.0,100.0,
7678.0,4679.0,100.0,90.0,100.0,
7678.0,3331.0,100.0,90.0,100.0,
7678.0,2565.0,100.0,94.0,100.0,
7678.0,9421.0,100.0,81.0,100.0,
7678.0,8597.0,100.0,100.0,100.0,
8597.0,9366.0,100.0,90.0,100.0,
8597.0,4973.0,100.0,90.0,100.0,
8597.0,1035.0,100.0,90.0,100.0,
8597.0,604.0,100.0,100.0,100.0,
8597.0,1422.0,100.0,100.0,100.0,
8597.0,3982.0,100.0,90.0,100.0,
8597.0,9736.0,100.0,100.0,100.0,
8597.0,297.0,100.0,90.0,100.0,
8597.0,4099.0,100.0,90.0,100.0,
8597.0,6419.0,100.0,100.0,100.0,
8597.0,3924.0,100.0,90.0,100.0,
8597.0,4421.0,100.0,90.0,100.0,
8597.0,9033.0,100.0,90.0,100.0,
8597.0,8243.0,100.0,90.0,100.0,
8597.0,2952.0,100.0,90.0,100.0,
8597.0,4784.0,100.0,90.0,100.0,
8597.0,1421.0,100.0,100.0,100.0,
8597.0,2476.0,100.0,90.0,100.0,
8597.0,5038.0,100.0,90.0,100.0,
8597.0,4679.0,100.0,90.0,100.0,
8597.0,3331.0,100.0,90.0,100.0,
8597.0,2565.0,100.0,94.0,100.0,
8597.0,9421.0,100.0,81.0,100.0,
8597.0,7678.0,100.0,100.0,100.0,
5322.0,9366.0,100.0,37.0,100.0,
5322.0,4973.0,100.0,37.0,100.0,
5322.0,1035.0,100.0,37.0,100.0,
5322.0,604.0,100.0,42.0,100.0,
5322.0,1422.0,100.0,42.0,100.0,
5322.0,3982.0,100.0,37.0,100.0,
5322.0,9736.0,100.0,42.0,100.0,
5322.0,297.0,100.0,37.0,100.0,
5322.0,4099.0,100.0,37.0,100.0,
5322.0,6419.0,100.0,38.0,100.0,
5322.0,3924.0,100.0,37.0,100.0,
5322.0,4421.0,100.0,37.0,100.0,
5322.0,9033.0,100.0,37.0,100.0,
5322.0,8243.0,100.0,37.0,100.0,
5322.0,2952.0,100.0,37.0,100.0,
5322.0,4784.0,100.0,37.0,100.0,
5322.0,1421.0,100.0,42.0,100.0,
5322.0,2476.0,100.0,37.0,100.0,
5322.0,5038.0,100.0,37.0,100.0,
5322.0,4679.0,100.0,37.0,100.0,
5322.0,3331.0,100.0,37.0,100.0,
5322.0,605.0,93.0,52.0,100.0,
5322.0,3426.0,94.0,42.0,100.0,
5322.0,10256.0,86.0,42.0,100.0,
10246.0,9366.0,100.0,100.0,100.0,
10246.0,4973.0,100.0,100.0,100.0,
10246.0,1035.0,100.0,100.0,100.0,
10246.0,604.0,100.0,90.0,100.0,
10246.0,1422.0,100.0,90.0,100.0,
10246.0,3982.0,100.0,100.0,100.0,
10246.0,9736.0,100.0,90.0,100.0,
10246.0,297.0,100.0,100.0,100.0,
10246.0,4099.0,100.0,100.0,100.0,
10246.0,6419.0,100.0,100.0,100.0,
10246.0,3924.0,100.0,100.0,100.0,
10246.0,4421.0,100.0,100.0,100.0,
10246.0,9033.0,100.0,100.0,100.0,
10246.0,8243.0,100.0,100.0,100.0,
10246.0,2952.0,100.0,100.0,100.0,
10246.0,4784.0,100.0,100.0,100.0,
