name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source
Peter Ackle,Neuenhof,CH,Zürcherstrasse 52,,,,,315.0,487.0,,,802.0,hcp,abbvie
Nicole Aepli-Schneider,Luzern,CH,Landschaustrasse 2,,,,,348.0,415.0,,,763.0,hcp,abbvie
Abdou El Azizi Ali El Wafa,La Chaux-de-Fonds,CH,Avenue Léopold-Robert 16-18,,,,,930.0,755.0,,,1685.0,hcp,abbvie
Irina Andrei,La Chaux-de-Fonds,CH,Rue de Chasseral 20,,,,,600.0,,,,600.0,hcp,abbvie
Martin Andres,Bern,CH,Freiburgstrasse 18,,,,,933.0,1195.0,,,2128.0,hcp,abbvie
Florian Anzengruber,Zürich,CH,Gloriastrasse 31,,,,,740.0,956.0,1000.0,,2696.0,hcp,abbvie
Eviano Arrigoni,Genève,CH,Place de Cornavin 18,,,,,330.0,928.0,,,1258.0,hcp,abbvie
Edoardo Baglivo,Onex,CH,Avenue Bois-de-la-Chapelle 15,,,,,,,2000.0,,2000.0,hcp,abbvie
Bruno Markus Balsiger,Bern,CH,Bremgartenstrasse 119,,,,,569.0,668.0,,,1237.0,hcp,abbvie
Urs Bangerter,Zollikon,CH,Forchstrasse 424,,,,,635.0,772.0,,,1407.0,hcp,abbvie
Predrag Banic,Lausanne,CH,Avenue du Théâtre 7,,,,,392.0,447.0,,,839.0,hcp,abbvie
Matthias Barton,Zürich,CH,Winterthurerstrasse 190,,,,,,,3986.0,,3986.0,hcp,abbvie
Laurence Bastien Pournaras,Lausanne,CH,Chemin de Pré-Fleuri 6,,,,,723.0,793.0,,,1516.0,hcp,abbvie
Josef Beatrice,Zürich,CH,Tièchestrasse 99,,,,,635.0,965.0,,,1600.0,hcp,abbvie
Beatrice Beck Schimmer,Zumikon,CH,Rebhusstrasse 22,,,,,,,1300.0,,1300.0,hcp,abbvie
Björn Becker,Winterthur,CH,Brauerstrasse 15,,,,,867.0,2160.0,,,3027.0,hcp,abbvie
Sabine Beeler,Solothurn,CH,Obachstrasse 23,,,,,348.0,227.0,,,575.0,hcp,abbvie
Charles Béguelin,Bern,CH,Freiburgstrasse 18,,,,,640.0,1278.0,,,1918.0,hcp,abbvie
Raymond Berclaz,Sion,CH,Avenue de la Gare 34,,,,,330.0,985.0,,,1315.0,hcp,abbvie
Enos Bernasconi,Lugano,CH,Via Tesserete 46,,,,,601.0,1046.0,,,1647.0,hcp,abbvie
David Bertolini,Genève,CH,Avenue de Beau-Séjour 6,,,,,600.0,,,,600.0,hcp,abbvie
Giorgio Bianchi,Lugano,CH,Via Nassa 58,,,,,293.0,735.0,,,1028.0,hcp,abbvie
Luc Biedermann,Zürich,CH,Rämistrasse 100,,,,,312.0,629.0,2000.0,,2941.0,hcp,abbvie
Marco Bissig,Lugano,CH,Via Tesserete 46,,,,,440.0,762.0,,,1202.0,hcp,abbvie
Maja Bjelan,Bad Ragaz,CH,Am Platz 8,,,,,348.0,455.0,,,803.0,hcp,abbvie
Nadja Blick,Zürich,CH,Birmensdorferstrasse 497,,,,,631.0,2145.0,,,2776.0,hcp,abbvie
Wolf-Henning Boehncke,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,,,,,11393.0,10542.0,21935.0,hcp,abbvie
Christoph Boller,Unterseen,CH,Breite 2,,,,,,,1400.0,,1400.0,hcp,abbvie
Daniel Boller,Zug,CH,Baarerstrasse 11,,,,,312.0,929.0,,,1241.0,hcp,abbvie
Jan Brachlow,Winterthur,CH,Brauerstrasse 15,,,,,268.0,458.0,,,726.0,hcp,abbvie
Andrea Bregenzer,Aarau,CH,Tellstrasse 25,,,,,,,1000.0,,1000.0,hcp,abbvie
Rachel Bregy,Bern,CH,Freiburgstrasse 4,,,,,564.0,700.0,,,1264.0,hcp,abbvie
Albéric Jean Marie Bressoud,Lausanne,CH,Avenue d'Ouchy 31,,,,,1000.0,7413.0,,,8413.0,hcp,abbvie
Rolf Brücker,Luzern,CH,Zentralstrasse 1,,,,,348.0,406.0,,,754.0,hcp,abbvie
Sabine Bruckert,Bülach,CH,Schaffhauserstrasse 53,,,,,340.0,684.0,,,1024.0,hcp,abbvie
Philip Bruggmann,Zürich,CH,Schützengasse 31,,,,,,,3700.0,,3700.0,hcp,abbvie
Barbara Brunner,Winterthur,CH,Schickstrasse 11,,,,,348.0,365.0,,,713.0,hcp,abbvie
