"",,,,,,,,relevant to the
"",,,,,,,,contract
UKBB Universitäts-,,,,UKBB_Universitats-,,,,
Kinderspital beider Basel,SWITZERLAND,Spitalstrasse 33,,Kinderspital_beider_Ba,,,"1.000,00 CHF","1.000,00 CHF"
Basel,,,,sel,,,,
UNIVERSITY OF,,,,,,,,
"ZURICH (UZH) 9.504,00 CHFDermatology Zürich",SWITZERLAND,Rämistrasse 100,,7601002013802,,"9.504,00 CHF",,
Department,,,,,,,,
Universitäts-,,,,Universitats-,,,,
Kinderspital Zürich / Zürich,SWITZERLAND,Steinwiesstrasse 75,,Kinderspital_Zurich_Der,,,"1.500,00 CHF","1.500,00 CHF"
Dermatologie,,,,matologie,,,,
Universitätsspital,,,,,,,,
"Zürich, 34.000,00 CHFDermatologische Zürich",SWITZERLAND,Rämistrasse 100,,7601002013802,,"30.000,00 CHF","4.000,00 CHF",
Klinik,,,,,,,,
Zürcher,,,,,,,,
"2.000,00 CHF_Quastor_ZDGQuästor ZDGZurcher_DermatologenDermatologen / Uster",SWITZERLAND,Oberlandstrasse 100,,,,,"2.000,00 CHF",
"Ärtztenetzwerk",,,,,,,,
Artztenetzwerk_DOXnetDOXnet.ch Bern .ch_Bern_Nord-WestNord/WestBremgarten,SWITZERLAND,"Aeschenbrunnmattstr 1.000,00 CHFasse 9",,,,,"1.000,00 CHF",
"",,,,,,,,"82.704,00 CHF"
"",,,,"OTHER, NOT INCLUDED ABOVE -where information cannot be disclosed on an individual basis for legal reasons",,,,
Aggregate amount attributable to transfers of value to such Recipients - Art. 3.02,,,,,,"0,00 8.400,00 CHF 0,00 0,00","35.000,00 CHF","0,00 CHF 43.400,00"
Number of Recipients in aggregate disclosure - Art. 3.02,,,,,,0 3 0 0,1,0 Optional
"% of the number of Recipients included in the aggregate disclosure in the total number of Recipients N/Adisclosed - Art. 3.02",,,,,,0.00% 37.50% 0.00% 0.00%,4.55%,0.00%
"",,,,,,AGGREGATE DISCLOSURE,,
"",,,,Transfers of Value re Research & Development as defined - Article 3.04 and Schedule 1,,,,Optional
